File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0408_13_mesh_1.ply,206.155,371.95,29.102,12.415,5.21,0.06
0408_13_mesh_10.ply,176.073,504.534,38.195,8.669,3.808,0.033
0408_13_mesh_11.ply,190.04,382.507,25.716,13.338,8.858,0.103
0408_13_mesh_12.ply,149.288,319.201,23.915,7.607,4.487,0.043
0408_13_mesh_13.ply,135.55,305.734,35.206,6.472,5.329,0.036
0408_13_mesh_14.ply,100.93,181.285,16.224,4.909,3.77,0.022
0408_13_mesh_15.ply,134.263,269.967,16.279,7.906,5.566,0.052
0408_13_mesh_16.ply,432.012,490.846,30.363,5.93,5.197,0.08
0408_13_mesh_17.ply,97.002,174.767,13.183,4.867,4.164,0.026
0408_13_mesh_18.ply,267.606,699.072,57.815,10.794,5.737,0.064
0408_13_mesh_19.ply,1221.41,912.783,14.814,15.335,13.169,
0408_13_mesh_2.ply,203.675,397.704,37.769,10.124,4.116,0.044
0408_13_mesh_20.ply,183.115,263.647,14.498,5.315,5.632,0.042
0408_13_mesh_21.ply,205.938,274.008,19.193,5.245,5.024,0.05
0408_13_mesh_22.ply,231.063,393.226,25.567,7.432,5.484,0.072
0408_13_mesh_23.ply,96.754,154.82,9.44,4.713,4.929,0.036
0408_13_mesh_26.ply,90.593,208.839,17.451,4.652,3.847,0.018
0408_13_mesh_28.ply,250.977,371.906,24.322,9.397,5.323,0.06
0408_13_mesh_29.ply,227.305,399.869,25.796,6.439,4.731,0.046
0408_13_mesh_3.ply,35.637,228.15,15.636,7.435,3.946,0.023
0408_13_mesh_30.ply,141.273,259.95,32.225,5.785,4.398,0.056
0408_13_mesh_31.ply,159.079,258.964,12.064,8.997,5.691,0.046
0408_13_mesh_27.ply,203.005,428.856,39.65,9.51,5.391,0.07
0408_13_mesh_25.ply,211.405,298.447,18.369,11.228,5.088,0.06
0408_13_mesh_24.ply,163.6,317.071,28.266,6.717,3.524,0.054
0408_13_mesh_4.ply,175.808,413.342,27.887,10.891,7.653,0.055
0408_13_mesh_5.ply,73.389,182.469,14.786,5.049,3.393,0.027
0408_13_mesh_6.ply,213.344,316.777,22.58,8.017,5.343,0.063
0408_13_mesh_7.ply,158.292,262.685,16.088,9.038,5.391,0.051
0408_13_mesh_8.ply,100.0,272.226,30.034,6.242,4.662,0.042
0408_13_mesh_9.ply,36.403,187.745,12.072,8.902,4.801,0.015
